sex,variable_code,region_name,variable_name,units,year,value,iso_code
Female,POVRATE55,Latin America and the Caribbean,"Poverty rate, $5.50 threshold",Percent of population,2018,25.79379,
Female,POVRATE55,Northern Africa and Western Asia,"Poverty rate, $5.50 threshold",Percent of population,2018,40.43827,
Female,POVRATE55, Oceania (excluding Australia and New Zealand),"Poverty rate, $5.50 threshold",Percent of population,2018,72.71764,
Female,POVRATE55, Sub-Saharan Africa,"Poverty rate, $5.50 threshold",Percent of population,2018,86.6982,
Female,POVRATE55,World,"Poverty rate, $5.50 threshold",Percent of population,2018,43.16917,
Male,POVRATE55,Australia and New Zealand,"Poverty rate, $5.50 threshold",Percent of population,2018,0.8489472,
Male,POVRATE55, Central Asia and Southern Asia,"Poverty rate, $5.50 threshold",Percent of population,2018,72.20766,
Male,POVRATE55, Eastern and Southeast Asia,"Poverty rate, $5.50 threshold",Percent of population,2018,24.29965,
Male,POVRATE55, Europe and Northern America,"Poverty rate, $5.50 threshold",Percent of population,2018,2.377543,
Male,POVRATE55,Latin America and the Caribbean,"Poverty rate, $5.50 threshold",Percent of population,2018,25.20913,
Male,POVRATE55,Northern Africa and Western Asia,"Poverty rate, $5.50 threshold",Percent of population,2018,38.42116,
Male,POVRATE55, Oceania (excluding Australia and New Zealand),"Poverty rate, $5.50 threshold",Percent of population,2018,72.11022,
Male,POVRATE55, Sub-Saharan Africa,"Poverty rate, $5.50 threshold",Percent of population,2018,85.48888,
Male,POVRATE55,World,"Poverty rate, $5.50 threshold",Percent of population,2018,43.09158,
Female,POVRATENPL,Australia and New Zealand,"Poverty rate, National Poverty Line threshold",Percent of population,2018,12.24016,
Female,POVRATENPL, Central Asia and Southern Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,20.69106,
Female,POVRATENPL, Eastern and Southeast Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,7.231249,
Female,POVRATENPL, Europe and Northern America,"Poverty rate, National Poverty Line threshold",Percent of population,2018,14.04016,
Female,POVRATENPL,Latin America and the Caribbean,"Poverty rate, National Poverty Line threshold",Percent of population,2018,30.36575,
Female,POVRATENPL,Northern Africa and Western Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,22.47304,
Female,POVRATENPL, Oceania (excluding Australia and New Zealand),"Poverty rate, National Poverty Line threshold",Percent of population,2018,34.31003,
Female,POVRATENPL, Sub-Saharan Africa,"Poverty rate, National Poverty Line threshold",Percent of population,2018,41.17029,
Female,POVRATENPL,World,"Poverty rate, National Poverty Line threshold",Percent of population,2018,19.36198,
Male,POVRATENPL,Australia and New Zealand,"Poverty rate, National Poverty Line threshold",Percent of population,2018,11.72842,
Male,POVRATENPL, Central Asia and Southern Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,19.65558,
Male,POVRATENPL, Eastern and Southeast Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,6.938471,
Male,POVRATENPL, Europe and Northern America,"Poverty rate, National Poverty Line threshold",Percent of population,2018,13.12985,
Male,POVRATENPL,Latin America and the Caribbean,"Poverty rate, National Poverty Line threshold",Percent of population,2018,29.55558,
Male,POVRATENPL,Northern Africa and Western Asia,"Poverty rate, National Poverty Line threshold",Percent of population,2018,21.14078,
Male,POVRATENPL, Oceania (excluding Australia and New Zealand),"Poverty rate, National Poverty Line threshold",Percent of population,2018,33.73396,
Male,POVRATENPL, Sub-Saharan Africa,"Poverty rate, National Poverty Line threshold",Percent of population,2018,40.05315,
Male,POVRATENPL,World,"Poverty rate, National Poverty Line threshold",Percent of population,2018,18.49129,
Female,POVCOUNT,Australia and New Zealand,"Poverty headcount, $1.90 threshold",Million people,2019,0.059531,
Female,POVCOUNT, Central Asia and Southern Asia,"Poverty headcount, $1.90 threshold",Million people,2019,81.08955,
Female,POVCOUNT, Eastern and Southeast Asia,"Poverty headcount, $1.90 threshold",Million people,2019,16.8191,
Female,POVCOUNT, Europe and Northern America,"Poverty headcount, $1.90 threshold",Million people,2019,3.26883,
Female,POVCOUNT,Latin America and the Caribbean,"Poverty headcount, $1.90 threshold",Million people,2019,17.51911,
Female,POVCOUNT,Northern Africa and Western Asia,"Poverty headcount, $1.90 threshold",Million people,2019,16.20211,
Female,POVCOUNT, Oceania (excluding Australia and New Zealand),"Poverty headcount, $1.90 threshold",Million people,2019,1.18498,
Female,POVCOUNT, Sub-Saharan Africa,"Poverty headcount, $1.90 threshold",Million people,2019,220.5986,
Female,POVCOUNT,World,"Poverty headcount, $1.90 threshold",Million people,2019,356.7417,
Male,POVCOUNT,Australia and New Zealand,"Poverty headcount, $1.90 threshold",Million people,2019,0.057453,
Male,POVCOUNT, Central Asia and Southern Asia,"Poverty headcount, $1.90 threshold",Million people,2019,71.76263,
Male,POVCOUNT, Eastern and Southeast Asia,"Poverty headcount, $1.90 threshold",Million people,2019,16.0466,
Male,POVCOUNT, Europe and Northern America,"Poverty headcount, $1.90 threshold",Million people,2019,2.937442,
Male,POVCOUNT,Latin America and the Caribbean,"Poverty headcount, $1.90 threshold",Million people,2019,16.64143,
Male,POVCOUNT,Northern Africa and Western Asia,"Poverty headcount, $1.90 threshold",Million people,2019,16.1363,
Male,POVCOUNT, Oceania (excluding Australia and New Zealand),"Poverty headcount, $1.90 threshold",Million people,2019,1.201357,
Male,POVCOUNT, Sub-Saharan Africa,"Poverty headcount, $1.90 threshold",Million people,2019,214.6707,
Male,POVCOUNT,World,"Poverty headcount, $1.90 threshold",Million people,2019,339.454,
Female,POVCOUNT32,Australia and New Zealand,"Poverty headcount, $3.20 threshold",Million people,2019,0.080695,
Female,POVCOUNT32, Central Asia and Southern Asia,"Poverty headcount, $3.20 threshold",Million people,2019,362.1005,
Female,POVCOUNT32, Eastern and Southeast Asia,"Poverty headcount, $3.20 threshold",Million people,2019,84.32294,
Female,POVCOUNT32, Europe and Northern America,"Poverty headcount, $3.20 threshold",Million people,2019,5.020521,
Female,POVCOUNT32,Latin America and the Caribbean,"Poverty headcount, $3.20 threshold",Million people,2019,38.6805,
Female,POVCOUNT32,Northern Africa and Western Asia,"Poverty headcount, $3.20 threshold",Million people,2019,44.92741,
Female,POVCOUNT32, Oceania (excluding Australia and New Zealand),"Poverty headcount, $3.20 threshold",Million people,2019,2.412201,
Female,POVCOUNT32, Sub-Saharan Africa,"Poverty headcount, $3.20 threshold",Million people,2019,360.696,
Female,POVCOUNT32,World,"Poverty headcount, $3.20 threshold",Million people,2019,898.2409,
Male,POVCOUNT32,Australia and New Zealand,"Poverty headcount, $3.20 threshold",Million people,2019,0.094219,
Male,POVCOUNT32, Central Asia and Southern Asia,"Poverty headcount, $3.20 threshold",Million people,2019,371.649,
Male,POVCOUNT32, Eastern and Southeast Asia,"Poverty headcount, $3.20 threshold",Million people,2019,82.05922,
Male,POVCOUNT32, Europe and Northern America,"Poverty headcount, $3.20 threshold",Million people,2019,4.666165,
Male,POVCOUNT32,Latin America and the Caribbean,"Poverty headcount, $3.20 threshold",Million people,2019,37.06304,
Male,POVCOUNT32,Northern Africa and Western Asia,"Poverty headcount, $3.20 threshold",Million people,2019,44.2754,
Male,POVCOUNT32, Oceania (excluding Australia and New Zealand),"Poverty headcount, $3.20 threshold",Million people,2019,2.467549,
Male,POVCOUNT32, Sub-Saharan Africa,"Poverty headcount, $3.20 threshold",Million people,2019,352.563,
Male,POVCOUNT32,World,"Poverty headcount, $3.20 threshold",Million people,2019,894.8378,
Female,POVCOUNT55,Australia and New Zealand,"Poverty headcount, $5.50 threshold",Million people,2019,0.115177,
Female,POVCOUNT55, Central Asia and Southern Asia,"Poverty headcount, $5.50 threshold",Million people,2019,696.1852,
Female,POVCOUNT55, Eastern and Southeast Asia,"Poverty headcount, $5.50 threshold",Million people,2019,262.1504,
Female,POVCOUNT55, Europe and Northern America,"Poverty headcount, $5.50 threshold",Million people,2019,12.83129,
Female,POVCOUNT55,Latin America and the Caribbean,"Poverty headcount, $5.50 threshold",Million people,2019,87.81223,
Female,POVCOUNT55,Northern Africa and Western Asia,"Poverty headcount, $5.50 threshold",Million people,2019,101.6227,
Female,POVCOUNT55, Oceania (excluding Australia and New Zealand),"Poverty headcount, $5.50 threshold",Million people,2019,3.850213,
Female,POVCOUNT55, Sub-Saharan Africa,"Poverty headcount, $5.50 threshold",Million people,2019,460.243,
Female,POVCOUNT55,World,"Poverty headcount, $5.50 threshold",Million people,2019,1624.81,
Male,POVCOUNT55,Australia and New Zealand,"Poverty headcount, $5.50 threshold",Million people,2019,0.119348,
Male,POVCOUNT55, Central Asia and Southern Asia,"Poverty headcount, $5.50 threshold",Million people,2019,728.8949,
Male,POVCOUNT55, Eastern and Southeast Asia,"Poverty headcount, $5.50 threshold",Million people,2019,265.3761,
Male,POVCOUNT55, Europe and Northern America,"Poverty headcount, $5.50 threshold",Million people,2019,11.97809,
Male,POVCOUNT55,Latin America and the Caribbean,"Poverty headcount, $5.50 threshold",Million people,2019,83.54338,
Male,POVCOUNT55,Northern Africa and Western Asia,"Poverty headcount, $5.50 threshold",Million people,2019,101.6566,
Male,POVCOUNT55, Oceania (excluding Australia and New Zealand),"Poverty headcount, $5.50 threshold",Million people,2019,3.9686,
Male,POVCOUNT55, Sub-Saharan Africa,"Poverty headcount, $5.50 threshold",Million people,2019,452.6578,
Male,POVCOUNT55,World,"Poverty headcount, $5.50 threshold",Million people,2019,1648.195,
Female,POVCOUNTNPL,Australia and New Zealand,"Poverty headcount, National Poverty Line threshold",Million people,2019,1.838045,
Female,POVCOUNTNPL, Central Asia and Southern Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,199.8878,
Female,POVCOUNTNPL, Eastern and Southeast Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,83.59944,
Female,POVCOUNTNPL, Europe and Northern America,"Poverty headcount, National Poverty Line threshold",Million people,2019,80.27272,
Female,POVCOUNTNPL,Latin America and the Caribbean,"Poverty headcount, National Poverty Line threshold",Million people,2019,99.70014,
Female,POVCOUNTNPL,Northern Africa and Western Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,56.80047,
Female,POVCOUNTNPL, Oceania (excluding Australia and New Zealand),"Poverty headcount, National Poverty Line threshold",Million people,2019,1.853054,
Female,POVCOUNTNPL, Sub-Saharan Africa,"Poverty headcount, National Poverty Line threshold",Million people,2019,219.5515,
Female,POVCOUNTNPL,World,"Poverty headcount, National Poverty Line threshold",Million people,2019,743.5031,
Male,POVCOUNTNPL,Australia and New Zealand,"Poverty headcount, National Poverty Line threshold",Million people,2019,1.742974,
Male,POVCOUNTNPL, Central Asia and Southern Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,201.8805,
Male,POVCOUNTNPL, Eastern and Southeast Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,82.13026,
Male,POVCOUNTNPL, Europe and Northern America,"Poverty headcount, National Poverty Line threshold",Million people,2019,71.20507,
Male,POVCOUNTNPL,Latin America and the Caribbean,"Poverty headcount, National Poverty Line threshold",Million people,2019,94.30171,
Male,POVCOUNTNPL,Northern Africa and Western Asia,"Poverty headcount, National Poverty Line threshold",Million people,2019,56.26378,
Male,POVCOUNTNPL, Oceania (excluding Australia and New Zealand),"Poverty headcount, National Poverty Line threshold",Million people,2019,1.894012,
Male,POVCOUNTNPL, Sub-Saharan Africa,"Poverty headcount, National Poverty Line threshold",Million people,2019,213.0654,
Male,POVCOUNTNPL,World,"Poverty headcount, National Poverty Line threshold",Million people,2019,722.4839,
Female,POVRATE,Australia and New Zealand,"Poverty rate, $1.90 threshold",Percent of population,2019,0.3962736,
Female,POVRATE, Central Asia and Southern Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,8.393539,
Female,POVRATE, Eastern and Southeast Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,1.45853,
Female,POVRATE, Europe and Northern America,"Poverty rate, $1.90 threshold",Percent of population,2019,0.5712166,
Female,POVRATE,Latin America and the Caribbean,"Poverty rate, $1.90 threshold",Percent of population,2019,5.333629,
Female,POVRATE,Northern Africa and Western Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,6.410951,
Female,POVRATE, Oceania (excluding Australia and New Zealand),"Poverty rate, $1.90 threshold",Percent of population,2019,21.94024,
Female,POVRATE, Sub-Saharan Africa,"Poverty rate, $1.90 threshold",Percent of population,2019,41.36803,
Female,POVRATE,World,"Poverty rate, $1.90 threshold",Percent of population,2019,9.323219,
Male,POVRATE,Australia and New Zealand,"Poverty rate, $1.90 threshold",Percent of population,2019,0.3867082,
Male,POVRATE, Central Asia and Southern Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,6.995114,
Male,POVRATE, Eastern and Southeast Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,1.354207,
Male,POVRATE, Europe and Northern America,"Poverty rate, $1.90 threshold",Percent of population,2019,0.541818,
Male,POVRATE,Latin America and the Caribbean,"Poverty rate, $1.90 threshold",Percent of population,2019,5.219756,
Male,POVRATE,Northern Africa and Western Asia,"Poverty rate, $1.90 threshold",Percent of population,2019,6.074536,
Male,POVRATE, Oceania (excluding Australia and New Zealand),"Poverty rate, $1.90 threshold",Percent of population,2019,21.39415,
Male,POVRATE, Sub-Saharan Africa,"Poverty rate, $1.90 threshold",Percent of population,2019,40.35706,
Male,POVRATE,World,"Poverty rate, $1.90 threshold",Percent of population,2019,8.726676,
Female,POVRATE32,Australia and New Zealand,"Poverty rate, $3.20 threshold",Percent of population,2019,0.5371538,
Female,POVRATE32, Central Asia and Southern Asia,"Poverty rate, $3.20 threshold",Percent of population,2019,37.48084,
Female,POVRATE32, Eastern and Southeast Asia,"Poverty rate, $3.20 threshold",Percent of population,2019,7.312377,
Female,POVRATE32, Europe and Northern America,"Poverty rate, $3.20 threshold",Percent of population,2019,0.8773186,
Female,POVRATE32,Latin America and the Caribbean,"Poverty rate, $3.20 threshold",Percent of population,2019,11.77614,
Female,POVRATE32,Northern Africa and Western Asia,"Poverty rate, $3.20 threshold",Percent of population,2019,17.77715,
Female,POVRATE32, Oceania (excluding Australia and New Zealand),"Poverty rate, $3.20 threshold",Percent of population,2019,44.66257,
Female,POVRATE32, Sub-Saharan Africa,"Poverty rate, $3.20 threshold",Percent of population,2019,67.64001,
Female,POVRATE32,World,"Poverty rate, $3.20 threshold",Percent of population,2019,23.47495,
Male,POVRATE32,Australia and New Zealand,"Poverty rate, $3.20 threshold",Percent of population,2019,0.6341751,
